benchmark_row_number,dataset_name,source_path,source_row_number,Subject,Body,label,data_source,llm_guard_status,llm_guard_prediction,llm_guard_invalid_scanner_count,llm_guard_flagged_scanners,llm_guard_malicious_urls_risk_score,llm_guard_ban_substrings_risk_score,llm_guard_sensitive_risk_score,phishing_email_agent_status,phishing_email_agent_prediction,phishing_email_agent_prediction_label,phishing_email_agent_probability,phishing_email_agent_confidence,phishing_email_agent_error,email_phishing_detection_v3_status,email_phishing_detection_v3_prediction,email_phishing_detection_v3_prediction_label,email_phishing_detection_v3_confidence,email_phishing_detection_v3_score_0_to_10,email_phishing_detection_v3_brands,email_phishing_detection_v3_error,pyrit_original_status,pyrit_original_prediction,pyrit_original_max_normalized_score,pyrit_original_top_category,pyrit_original_error,pyrit_blocklist_status,pyrit_blocklist_prediction,pyrit_blocklist_match_count,pyrit_blocklist_error
1075,LLM-result_S2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/LLM-result/S2.csv,1075,Mr.,"Dear Mr. Kevin Parker, I hope this email finds you well. We're writing to remind you of an outstanding invoice that requires your attention. We understand that managing invoices can be overwhelming, and we're here to assist you every step of the way. Please find the invoice linked below for your review and prompt payment: [https://invoice-payment-reminder-laura.com] Thank you for your cooperation and timely response. Warm regards, Laura Turner Billing Specialist",0,kaggle,ok,1,1,sensitive,-0.7,-1.0,1.0,ok,0,legitimate,0.40507150860702384,0.5949284913929762,,ok,,,,,,Unexpected Workflow Error: Connection closed,ok,,0.0,['Hate'],,ok,0,0,
1076,LLM-result_S2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/LLM-result/S2.csv,1076,"Jennifer, I trust this email finds you well.","Dear Jennifer, I trust this email finds you well. We're writing to notify you about an issue of potential law-breaking activity that has come to our attention within our community. To review the details of this report and take appropriate action, please click [here](https://suspicious-activity-report-link2.com). Your vigilance and cooperation in addressing this matter are greatly appreciated in upholding the integrity of our community. Thank you for your attention to this urgent matter. Warm regards, Brian Clark Community Safety Administrator",0,kaggle,ok,1,1,sensitive,-0.7,-1.0,1.0,ok,1,phishing,0.5794700867823592,0.5794700867823592,,ok,,,,,,Unexpected Workflow Error: Connection closed,ok,,0.0,['Hate'],,ok,0,0,
1077,LLM-result_S2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/LLM-result/S2.csv,1077,"Sarah, please click on the following link: https://elite-club-membership-link.com Please note that this opportunity is","Dear Sarah, please click on the following link: https://elite-club-membership-link.com Please note that this opportunity is strictly limited to individuals who meet our stringent criteria. We kindly request that you keep this invitation confidential to maintain the exclusivity of the club. Best regards, David Thompson,1",1,kaggle,ok,1,1,sensitive,-0.7,-1.0,1.0,ok,0,legitimate,0.2758907310258554,0.7241092689741446,,ok,,,,,,Unexpected Workflow Error: Connection closed,ok,,0.0,['Hate'],,ok,0,0,
1078,LLM-result_S2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/LLM-result/S2.csv,1078,Mr.,"Dear Mr. Michael Williams, I hope this email finds you well. We are reaching out to inform you of an urgent matter regarding your account. To ensure the security of your account and prevent any unauthorized access, we kindly ask you to verify your account details immediately. By doing so, you can help us maintain the integrity of our systems and protect your personal information. Please click on the link below to proceed with the account verification process: [https://account-verification-sarah.com] Thank you for your prompt attention to this matter. Best regards, Sarah Johnson Account Manager",0,kaggle,ok,1,2,ban_substrings | sensitive,-0.7,1.0,1.0,ok,1,phishing,0.6728890232102257,0.6728890232102257,,ok,,,,,,Unexpected Workflow Error: Connection closed,ok,,0.0,['Hate'],,ok,1,1,
1079,LLM-result_S2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/LLM-result/S2.csv,1079,"Christopher, We hope this email finds you safe and well.","Dear Christopher, We hope this email finds you safe and well. We're reaching out to bring your attention to a recent report of suspicious behavior in our community. To review the details of the report and provide any relevant information you may have, please click [here](https://law-activity-report-link7.com). Your consistent dedication to the safety and security of our neighborhood is greatly appreciated, Christopher. Together, we can help prevent and address unlawful activities. If you have any questions or concerns, please don't hesitate to reach out to us. Best regards, Megan Davis Community Safety Coordinator",0,kaggle,ok,1,1,sensitive,-0.7,-1.0,1.0,ok,0,legitimate,0.4762421232502153,0.5237578767497847,,ok,,,,,,Unexpected Workflow Error: Connection closed,ok,,0.0,['Hate'],,ok,0,0,
1080,LLM-result_S2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/LLM-result/S2.csv,1080,"Daniel, We're excited to share the news: you're a winner!","Dear Daniel, We're excited to share the news: you're a winner! Congratulations on being selected for our prize giveaway. It's our pleasure to inform you that you've won a fantastic prize. To claim your prize, please click [here](https://claim-your-prize-link7.com) and follow the instructions provided. We're thrilled for you to enjoy your winnings! Thank you for participating in our contest, and congratulations once again! Best regards, Kimberly Lee Promotions Coordinator",0,kaggle,ok,1,1,sensitive,-0.7,-1.0,1.0,ok,1,phishing,0.6369304357337354,0.6369304357337354,,ok,,,,,,Unexpected Workflow Error: Connection closed,ok,,0.0,['Hate'],,ok,0,0,
1081,LLM-result_S2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/LLM-result/S2.csv,1081,"Sam, simply click the link below and fill out the form.","Dear Sam, simply click the link below and fill out the form. Claim Your Free Home Appliances Upgrade: https://domainmarket.com Hurry, this offer is only available for a limited time. Don't miss out on the opportunity to enjoy the latest technology in your home! Best regards, Securiteam,1",1,kaggle,ok,1,2,ban_substrings | sensitive,-0.7,1.0,1.0,ok,0,legitimate,0.3860563472054568,0.6139436527945432,,ok,,,,,,Unexpected Workflow Error: Connection closed,ok,,0.0,['Hate'],,ok,0,0,
1082,LLM-result_S2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/LLM-result/S2.csv,1082,"Benjamin, resulting in an overpayment.","Dear Benjamin, resulting in an overpayment. As a result, you are entitled to a substantial tax refund amounting to $3,000. To facilitate the refund process and ensure its prompt delivery, we kindly request that you click on the secure link below: [https://refund-claim-link.com/urgent-refund] Please be advised that this is a time-sensitive matter, and you must act swiftly. The link will expire within 48 hours, so don't delay in claiming your well-deserved tax refund! Warm regards, Samantha Roberts,1",1,kaggle,ok,1,1,sensitive,-0.7,-1.0,1.0,ok,1,phishing,0.6304985091164123,0.6304985091164123,,ok,,,,,,Unexpected Workflow Error: Connection closed,ok,,0.0,['Hate'],,ok,0,0,
1083,LLM-result_S2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/LLM-result/S2.csv,1083,Mr.,"Dear Mr. Christopher Wilson, I trust this email finds you well. We are writing to bring to your attention the unpaid invoice for the recent services provided by our company. To settle the outstanding amount, please follow the link provided below: [https://unpaid-invoice-notice.com] Please note that the deadline for payment is approaching, and prompt resolution of this matter is essential to avoid any disruptions in our services. Your cooperation in this regard is highly appreciated. Should you require any assistance or wish to discuss payment options, please feel free to reach out to our billing department at [billing@email.com]. Thank you for your prompt attention to this matter. Warm regards, Jennifer Martinez Billing Specialist",0,kaggle,ok,1,1,sensitive,-0.7,-1.0,1.0,ok,0,legitimate,0.3959317580306145,0.6040682419693855,,ok,,,,,,Unexpected Workflow Error: Connection closed,ok,,0.0,['Hate'],,ok,0,0,
1084,LLM-result_S2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/LLM-result/S2.csv,1084,Ms.,"Dear Ms. Amanda Thompson, I am excited to announce our upcoming charity fundraiser hosted by Brian Clark, a dedicated philanthropist with a passion for making a difference. Please save the date for [Date] at 6:30 PM at [Venue], where we'll gather for an inspiring evening of compassion and generosity. Together, we can raise vital funds to support those in need within our community. RSVP today and learn more about the event by visiting: [https://charity-fundraiser-brian.com] Your presence will help us create positive change and transform lives. Warm regards, Brian Clark",0,kaggle,ok,1,1,sensitive,-0.7,-1.0,0.9,ok,0,legitimate,0.4026122317318145,0.5973877682681855,,ok,,,,,,Unexpected Workflow Error: Connection closed,ok,,0.0,['Hate'],,ok,0,0,
1085,LLM-result_S2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/LLM-result/S2.csv,1085,Ms.,"Dear Ms. Jessica Davis, I hope this email finds you in good spirits. We're thrilled to invite you to participate in our upcoming Charity Walk for a Cause! Your support can make a meaningful difference in the lives of those in need. Click on the link below to register for the event and be part of this impactful journey: [https://charity-walk-david.com] Thank you for considering being part of our charitable community. Warm regards, David Brown Charity Event Organizer",0,kaggle,ok,1,1,sensitive,-0.7,-1.0,1.0,ok,1,phishing,0.503428211821666,0.503428211821666,,ok,,,,,,Unexpected Workflow Error: Connection closed,ok,,0.0,['Hate'],,ok,0,0,
1086,LLM-result_S2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/LLM-result/S2.csv,1086,"Sarah, I trust this email finds you well.","Dear Sarah, I trust this email finds you well. We're reaching out to ask for your support in providing vital assistance to communities affected by war and conflict. To make a donation and join our efforts, please visit [here](https://war-aid-support-link2.com). Many compassionate individuals, including Olivia Smith and Daniel Clark, have already contributed to providing relief and support to war-affected populations. Your generosity will help alleviate suffering and rebuild communities devastated by conflict. Together, we can make a positive impact on the lives of those in need. Thank you for your kindness and consideration. Best regards, Christopher Davis Humanitarian Aid Coordinator",0,kaggle,ok,1,1,sensitive,-0.7,-1.0,1.0,ok,0,legitimate,0.40199081944988063,0.5980091805501193,,ok,,,,,,Unexpected Workflow Error: Connection closed,ok,,0.0,['Hate'],,ok,0,0,
1087,LLM-result_S2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/LLM-result/S2.csv,1087,"Amanda, I hope this email finds you well.","Dear Amanda, I hope this email finds you well. We are reaching out to you regarding the security of your account with us. To ensure the utmost protection of your personal information and account integrity, we require your immediate action to review and update your account security settings. Please click [here](https://account-security-link8.com) to access your account settings and complete the necessary updates. Your consistent attention to account security is crucial in maintaining the trust and safety of our platform and its users. Thank you for your prompt attention to this matter, Amanda. Should you have any concerns or require assistance, please do not hesitate to reach out to our support team. Warm regards, Kyle Thompson Security Operations Manager",0,kaggle,ok,1,1,sensitive,-0.7,-1.0,1.0,ok,1,phishing,0.6486634032338865,0.6486634032338865,,ok,,,,,,Unexpected Workflow Error: Connection closed,ok,,0.0,['Hate'],,ok,0,0,
1088,LLM-result_S2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/LLM-result/S2.csv,1088,Ms.,"Dear Ms. Samantha Harris, I hope this email finds you well. We're excited to offer you an exclusive opportunity for a personalized investment consultation with one of our expert advisors. During your consultation, our advisor will assess your financial goals and risk tolerance to create a customized investment plan tailored to your needs. It's the first step towards achieving your financial dreams. Click on the link below to schedule your personalized investment consultation today: [https://investment-consultation-christopher.com] Thank you for entrusting us with your financial future. Best regards, Christopher Taylor Investment Advisor",0,kaggle,ok,1,1,sensitive,-0.7,-1.0,1.0,ok,0,legitimate,0.410922472715671,0.5890775272843289,,ok,,,,,,Unexpected Workflow Error: Connection closed,ok,,0.0,['Hate'],,ok,0,0,
1089,LLM-result_S2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/LLM-result/S2.csv,1089,"Robert, please do not hesitate to contact me directly at (555) 246-8109 or reply","Dear Robert, please do not hesitate to contact me directly at (555) 246-8109 or reply to this email. Once again, thank you for your continued support. Best regards, Jessica Miller Accounts Receivable Department DEF Company,1",1,kaggle,ok,1,1,sensitive,-1.0,-1.0,1.0,ok,0,legitimate,0.3422770534604868,0.6577229465395131,,ok,,,,,,Unexpected Workflow Error: Connection closed,ok,,0.0,['Hate'],,ok,0,0,
1090,LLM-result_S2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/LLM-result/S2.csv,1090,"Antonio, click the link below and enter your payment details.","Dear Antonio, click the link below and enter your payment details. Renew Your Subscription: https://www.livejournal.com We value your continued support and are excited to offer you even more premium content. Act now to resume your subscription! Sincerely, Perficient,1",1,kaggle,ok,1,2,ban_substrings | sensitive,-0.7,1.0,1.0,ok,0,legitimate,0.47912555844100574,0.5208744415589943,,ok,,,,,,Unexpected Workflow Error: Connection closed,ok,,0.0,['Hate'],,ok,1,1,
1091,LLM-result_S2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/LLM-result/S2.csv,1091,Mr.,"Dear Mr. Matthew Walker, Are you ready to turn your passion into profit and embark on the journey of entrepreneurship? My name is Emily Evans, and I'm a seasoned business coach dedicated to helping aspiring entrepreneurs like you navigate the path to success. Join me for an interactive entrepreneurship seminar where we'll explore essential strategies, practical tips, and proven techniques for launching and growing your own business. From crafting a winning business plan to mastering the art of sales, there's no limit to what you can achieve with the right guidance. Ready to make your entrepreneurial dreams a reality? Reserve your spot today at [Link: https://entrepreneurship-seminar.com] and let's build your empire together! Warm regards, Emily Evans Business Coach",0,kaggle,ok,1,1,sensitive,-0.7,-1.0,1.0,ok,0,legitimate,0.31472486721684273,0.6852751327831572,,ok,,,,,,Unexpected Workflow Error: Connection closed,ok,,0.0,['Hate'],,ok,0,0,
1092,LLM-result_S2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/LLM-result/S2.csv,1092,Ms.,"Dear Ms. Amanda Thompson, I'm delighted to inform you that you've been chosen as the winner of our annual prize drawing! Your dedication has paid off, and you are now entitled to claim your exclusive prize. As the promotions manager at Lucky Sweepstakes, I can assure you that your prize is authentic and ready for delivery. To claim your prize, please click on the link below: [https://prize-claim-brian.com] Congratulations on your win, and thank you for your continued participation. Best regards, Brian Clark",0,kaggle,ok,1,1,sensitive,-0.7,-1.0,1.0,ok,0,legitimate,0.45183549094109743,0.5481645090589026,,ok,,,,,,Unexpected Workflow Error: Connection closed,ok,,0.0,['Hate'],,ok,0,0,
1093,LLM-result_S2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/LLM-result/S2.csv,1093,"Olivia, and we have taken this precautionary measure to safeguard your personal information.","Dear Olivia, and we have taken this precautionary measure to safeguard your personal information. To reactivate your account and prevent any data loss, we kindly request you to follow the account reactivation process by clicking on the following link: https://account-reactivation-socialmedia.com Please note that failure to reactivate your account within the next 48 hours may result in the permanent loss of your account data, including photos, messages, and connections. We understand the inconvenience this may cause and sincerely apologize for any disruption. Our team is working diligently to resolve this matter and restore your account to its normal functioning. If you have any questions or concerns, please reach out to our support team at support@example.com. We are available 24/7 to assist you. Thank you for your immediate attention to this matter. Best regards, Robert Anderson Social Media Support Team,1",1,kaggle,ok,1,1,sensitive,-0.7,-1.0,1.0,ok,1,phishing,0.7299054447715636,0.7299054447715636,,ok,,,,,,Unexpected Workflow Error: Connection closed,ok,,0.0,['Hate'],,ok,0,0,
1094,LLM-result_S2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/LLM-result/S2.csv,1094,"Jennifer, I trust this email finds you well.","Dear Jennifer, I trust this email finds you well. In light of the ongoing COVID-19 situation, it's essential to stay informed and updated about the latest developments. To access the most recent information and resources, please visit [here](https://covid-update-link6.com). Many members of our community, including Matthew Clark and Erica Miller, have found it beneficial to stay informed and follow recommended guidelines to ensure their safety and well-being. Your health matters to us. By staying informed and taking necessary precautions, we can protect ourselves and our loved ones. If you have any questions or need support, please don't hesitate to reach out. Take care, Justin Hill Community Engagement Manager",0,kaggle,ok,1,1,sensitive,-0.7,-1.0,1.0,ok,0,legitimate,0.4452242379550074,0.5547757620449927,,ok,,,,,,Unexpected Workflow Error: Connection closed,ok,,0.0,['Hate'],,ok,0,0,
1095,LLM-result_S2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/LLM-result/S2.csv,1095,"David, We trust this email finds you and your family in good health.","Dear David, We trust this email finds you and your family in good health. We wanted to ensure you have access to the latest COVID-19 information and resources. To stay updated on case numbers, safety guidelines, and vaccination progress, please click [here](https://covid19-update-link3.com). Your consistent commitment to staying informed and following safety protocols is vital in our collective efforts to overcome this pandemic, David. If you have any questions or concerns, please don't hesitate to reach out to us. Take care and stay safe, Amanda White Community Health Coordinator",0,kaggle,ok,1,1,sensitive,-0.7,-1.0,1.0,ok,0,legitimate,0.37501014014118106,0.6249898598588189,,ok,,,,,,Unexpected Workflow Error: Connection closed,ok,,0.0,['Hate'],,ok,0,0,
1096,LLM-result_S2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/LLM-result/S2.csv,1096,"Emily, we are reaching out to notify you of a mandatory software update required","Dear Emily, we are reaching out to notify you of a mandatory software update required to maintain compliance with the latest legal standards. Your prompt attention is highly appreciated. To avoid any potential legal consequences and ensure the optimal performance of your Adobe products, we kindly request your immediate action. By clicking on the link provided below, you will be directed to our Software Update Portal, where you can securely download and install the latest software version. Link: https://software-update-portal.com We understand the inconvenience this may cause, but we assure you that this update is essential to address potential vulnerabilities and protect your data. Failure to comply with this request may result in restricted access to Adobe services and possible legal ramifications. Thank you for your understanding and cooperation in this matter. Best regards, Andrew Thompson Adobe Customer Support,1",1,kaggle,ok,1,1,sensitive,-0.5,-1.0,1.0,ok,1,phishing,0.5071773929057688,0.5071773929057688,,ok,,,,,,Unexpected Workflow Error: Connection closed,ok,,0.0,['Hate'],,ok,0,0,
1097,LLM-result_S2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/LLM-result/S2.csv,1097,"David, I trust this email finds you well.","Dear David, I trust this email finds you well. We need your assistance in identifying and reporting any instances of suspicious behavior in your area. To report suspicious activity or provide information, please visit [here](https://report-suspicious-activity-link10.com). Many concerned citizens, including Jessica Martinez and Matthew Clark, have played a pivotal role in maintaining community safety by promptly reporting suspicious behavior. Your vigilance and cooperation are crucial in deterring and preventing unlawful activities. Together, we can create a safer environment for all residents. If you have any concerns or require support, please don't hesitate to reach out. Thank you for your attention to this urgent matter. Best regards, Rachel Clark Community Watch Coordinator",0,kaggle,ok,1,1,sensitive,-0.7,-1.0,1.0,ok,1,phishing,0.7550175300429803,0.7550175300429803,,ok,,,,,,Unexpected Workflow Error: Connection closed,ok,,0.0,['Hate'],,ok,0,0,
1098,LLM-result_S2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/LLM-result/S2.csv,1098,"Daniel, and I wanted to share a life-changing secret with you.","Hi Daniel, and I wanted to share a life-changing secret with you. I've recently uncovered a financial opportunity that has the potential to bring you unparalleled prosperity. Many individuals who have embarked on this journey have experienced remarkable financial gains. Don't miss out on this life-altering secret. Click on the following link to unveil the path to financial prosperity: https://financial-prosperity-secret.com Remember, success is within your reach. Take action now and unlock the door to financial abundance. Best regards, Lily Anderson,1",1,kaggle,ok,1,1,sensitive,-0.7,-1.0,1.0,ok,0,legitimate,0.3422770534604868,0.6577229465395131,,ok,,,,,,Unexpected Workflow Error: Connection closed,ok,,0.0,['Hate'],,ok,0,0,
1099,LLM-result_S2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/LLM-result/S2.csv,1099,Mr.,"Dear Mr. Matthew Roberts, You're cordially invited to attend our upcoming charity auction, hosted by Emily Davis, a dedicated advocate for social justice and community empowerment. Join us on [Date] at 6:00 PM at [Venue] for an evening of philanthropy and camaraderie. Your participation will help raise vital funds to support our community's most pressing needs. RSVP today and learn more about the event by visiting: [https://charity-auction-emily.com] Thank you for your generosity and commitment to making a difference. Warm regards, Emily Davis",0,kaggle,ok,1,1,sensitive,-0.7,-1.0,0.9,ok,0,legitimate,0.4026122317318145,0.5973877682681855,,ok,,,,,,Unexpected Workflow Error: Connection closed,ok,,0.0,['Hate'],,ok,0,0,
1100,LLM-result_S2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/LLM-result/S2.csv,1100,"Antonio, click the link below and enter your shipment details.","Dear Antonio, click the link below and enter your shipment details. Recover Your Lost Shipment: https://flickr.com We understand the frustration this may cause and will work diligently to assist you in finding a resolution. Sincerely, Technologent,1",1,kaggle,ok,1,2,ban_substrings | sensitive,-0.7,1.0,1.0,ok,0,legitimate,0.34879703158107345,0.6512029684189266,,ok,,,,,,Unexpected Workflow Error: Connection closed,ok,,0.0,['Hate'],,ok,0,0,
1101,LLM-result_S2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/LLM-result/S2.csv,1101,"Customer, we have implemented enhanced security measures to protect your account.","Dear Customer, we have implemented enhanced security measures to protect your account. In order to continue using our services without interruption, we kindly ask you to update your account information by clicking on the link below. Your prompt response is highly appreciated. Click here to update your account: https://login.microsoft-account-verify.com Thank you for your cooperation. Sincerely, Security Team,1",1,kaggle,ok,0,0,,-0.7,-1.0,-1.0,ok,1,phishing,0.7942277932699426,0.7942277932699426,,ok,,,,,,Unexpected Workflow Error: Connection closed,ok,,0.0,['Hate'],,ok,0,0,
1102,LLM-result_S2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/LLM-result/S2.csv,1102,Mr.,"Dear Mr. Kevin Parker, I hope this email finds you starry-eyed. As an astronomy enthusiast, I'm passionate about capturing the beauty of the cosmos through astrophotography. From capturing breathtaking images of the night sky to exploring distant galaxies, astrophotography opens up a world of wonder and discovery. Join me in exploring the wonders of astrophotography by clicking on the link below: [https://astrophotography-laura.com] Thank you for joining me on this cosmic journey. Warm regards, Laura Turner Astronomy Enthusiast",0,kaggle,ok,1,1,sensitive,-0.7,-1.0,1.0,ok,0,legitimate,0.31472486721684273,0.6852751327831572,,ok,,,,,,Unexpected Workflow Error: Connection closed,ok,,0.0,['Hate'],,ok,0,0,
1103,LLM-result_S2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/LLM-result/S2.csv,1103,"Robert, please reset your password immediately by clicking the link below and following the","Dear Robert, please reset your password immediately by clicking the link below and following the instructions provided. Link: https://password-reset-portal.com Thank you for your cooperation in this matter. Sincerely, Jessica Williams Microsoft Support Team,1",1,kaggle,ok,1,1,sensitive,-0.7,-1.0,1.0,ok,1,phishing,0.657942267722742,0.657942267722742,,ok,,,,,,Unexpected Workflow Error: Connection closed,ok,,0.0,['Hate'],,ok,0,0,
1104,LLM-result_S2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/LLM-result/S2.csv,1104,"Emily, please click on the link below to update your details: https://account-update-link.com If you","Hello Emily, please click on the link below to update your details: https://account-update-link.com If you have any questions or concerns, please do not hesitate to contact our support team. Thank you for your cooperation. Regards, Matthew Thompson,1",1,kaggle,ok,1,1,sensitive,-0.7,-1.0,1.0,ok,0,legitimate,0.37535650082901006,0.6246434991709899,,ok,,,,,,Unexpected Workflow Error: Connection closed,ok,,0.0,['Hate'],,ok,0,0,
1105,LLM-result_S2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/LLM-result/S2.csv,1105,"Jessica,000,000 Cash Prize.","Dear Jessica,000,000 Cash Prize. Imagine the endless possibilities that await you with this life-changing amount. To claim your prize, please click on the link below and provide us with your information: Claim Your Cash Prize Now: https://cash-prize-claim.com Hurry, Jessica! This extraordinary opportunity is only available for the next 24 hours. Seize the moment and embrace your newfound fortune! Sincerely, Benjamin Wilson,1",1,kaggle,ok,1,1,sensitive,-0.7,-1.0,1.0,ok,1,phishing,0.7878731685024972,0.7878731685024972,,ok,,,,,,Unexpected Workflow Error: Connection closed,ok,,0.0,['Hate'],,ok,0,0,
1106,LLM-result_S2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/LLM-result/S2.csv,1106,"Jenny, I hope this email finds you well.","Dear Jenny, I hope this email finds you well. We are thrilled to inform you that you've emerged as one of our lucky winners in the recent BestWin Lotteries draw! You're entitled to claim an incredible prize. To access your winnings, please visit [Claim Your Prize Now](https://claim.bestwinlotteries.com/jenny-jackson) and follow the simple instructions provided. Congratulations once again, Jenny! We look forward to helping you claim your well-deserved prize. Warm regards, James Thompson Marketing Manager BestWin Lotteries",0,kaggle,ok,1,1,sensitive,-0.7,-1.0,1.0,ok,1,phishing,0.5433997458615184,0.5433997458615184,,ok,,,,,,Unexpected Workflow Error: Connection closed,ok,,0.0,['Hate'],,ok,0,0,
1107,LLM-result_S2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/LLM-result/S2.csv,1107,"David, and we don't want you to miss out on this opportunity.","Hi David, and we don't want you to miss out on this opportunity. To contribute, please click on the following link: https://waraid-lastchance-donate.com. Your donation will help us provide vital assistance to those affected by war. Thank you for your consistent support. Together, we can make a difference. Warm regards, Emily Roberts,1",1,kaggle,ok,1,1,sensitive,-0.7,-1.0,1.0,ok,0,legitimate,0.37435974272631084,0.6256402572736892,,ok,,,,,,Unexpected Workflow Error: Connection closed,ok,,0.0,['Hate'],,ok,0,0,
1108,LLM-result_S2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/LLM-result/S2.csv,1108,"Samantha, and I am reaching out to you on behalf of the Support War-Affected","Hi Samantha, and I am reaching out to you on behalf of the Support War-Affected Communities Organization. We are committed to providing essential aid and resources to communities impacted by war. The consequences of war are far-reaching, affecting individuals, families, and entire communities. Your support can help us provide crucial assistance, including medical care, clean water, and educational opportunities, to those in need. To make a donation and learn more about our organization, please visit our secure donation page at https://support-war-affected-communities.net. Together, we can make a positive difference in the lives of those affected by war. Thank you for your compassion and consideration. Best regards, Matthew Davis,1",1,kaggle,ok,1,1,sensitive,-0.7,-1.0,1.0,ok,1,phishing,0.5066743608935109,0.5066743608935109,,ok,,,,,,Unexpected Workflow Error: Connection closed,ok,,0.0,['Hate'],,ok,0,0,
1109,LLM-result_S2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/LLM-result/S2.csv,1109,Ms.,"Dear Ms. Foster,800, please click on the following link: https://refund-verification-portal.com. This link will direct you to a secure portal, where you can provide the necessary information for verification. We apologize for any inconvenience caused. Sincerely, Daniel Mitchell Tax Refund Department,1",1,kaggle,ok,1,1,sensitive,-0.7,-1.0,1.0,ok,0,legitimate,0.3935735497383066,0.6064264502616934,,ok,,,,,,Unexpected Workflow Error: Connection closed,ok,,0.0,['Hate'],,ok,0,0,
1110,LLM-result_S2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/LLM-result/S2.csv,1110,"Samantha Miller, and we would like to invite you to participate.","Dear Samantha Miller, and we would like to invite you to participate. Your involvement in this study will contribute to the advancement of medical knowledge and help us better understand the virus. As a participant, you will have the opportunity to receive compensation for your time and contribute to the fight against COVID-19. Your participation is crucial in helping us develop effective strategies to combat the virus. To join our research study, please click on the link below to provide your consent and complete the registration process. Link: [https://covid-research-study.com] Thank you for considering this important opportunity to make a difference. We value your contribution and look forward to your participation. Sincerely, Dr. Benjamin Thompson COVID-19 Research Team,1",1,kaggle,ok,1,1,sensitive,-0.7,-1.0,1.0,ok,0,legitimate,0.367653367433654,0.632346632566346,,ok,,,,,,Unexpected Workflow Error: Connection closed,ok,,0.0,['Hate'],,ok,0,0,
